Postcode,Total Installations,Total SGU Rated Output In kW
0837,1,4.000
2484,1,1.900
2527,1,4.000
3409,1,1.050
3691,1,1.000
3740,1,0.500
3777,1,0.200
3898,1,1.000
4521,1,0.500
4873,1,1.500
5048,1,1.500
6171,1,1.075
7012,2,2.520
7109,1,5.000
7150,1,0.360
7261,1,6.000
